A17.01.011	Воздействие токами надтональной частоты при заболеваниях кожи и подкожно-жировой клетчатки
A17.01.012	Воздействие диадинамическими токами (ДДТ-терапия) при заболеваниях кожи и подкожно-жировой клетчатки
A17.01.013	Воздействие синусоидальными модулированными токами (СМТ-терапия) при заболеваниях кожи и подкожно-жировой клетчатки
A17.01.014	Интерференцтерапия при заболеваниях кожи и подкожно-жировой клетчатки
A17.01.015	Флюктуоризация при заболеваниях кожи и подкожно-жировой клетчатки
A17.30.001	Дермапигментация (перманентный татуаж)
A17.30.021	Электрокоагуляция
A20.01.002	Оксигенотерапия при заболеваниях кожи
A20.01.003	Парафиновая подтяжка кожи
A20.01.005	Фототерапия кожи
A20.26.005	Криопексия оболочек глаза, конъюнктивы, кожи век
A20.26.006	Термокоагуляция оболочек глаза, конъюнктивы, кожи век
A21.01.002	Массаж лица медицинский
A21.01.005	Массаж волосистой части головы медицинский
A21.01.006	Пилинг-массаж
A21.01.007	Вакуумный массаж кожи
A21.01.011	Рефлексотерапия при заболеваниях кожи и подкожно-жировой клетчатки
A21.30.008.003	Остеопатическая коррекция соматических дисфункций глобальных нейродинамических
A21.30.008.012	Остеопатическая коррекция соматических дисфункций региональных нейродинамических
A22.01.001	Ультразвуковое лечение кожи
A22.01.001.001	Ультрафонофорез лекарственный кожи
A22.01.001.002	Ультразвуковой пилинг
A22.01.001.003	Обработка кожи стоп с помощью ультразвука
A22.01.002	Лазерная шлифовка кожи
A22.01.003	Лазерная деструкция ткани кожи
A22.01.004	Лазерная коагуляция телеангиоэктазий
A22.01.005	Низкоинтенсивное лазерное облучение кожи
A22.01.006	Ультрафиолетовое облучение кожи 
A22.01.006.001	Ультрафиолетовое облучение кожи. Локальные ПУВА-ванны
A22.01.006.002	Ультрафиолетовое облучение кожи. Общая узкополосная средневолновая ультрафиолетовая терапия
A22.01.006.003	Ультрафиолетовое облучение кожи. Общая ультрафиолетовая терапия дальнего длинноволнового диапазона
A22.01.006.004	Ультрафиолетовое облучение кожи. Фотохимиотерапия с внутренним применением фотосенсибилизаторов (ПУВА)
A22.01.006.005	Ультрафиолетовое облучение кожи. Фотохимиотерапия с наружным применением фотосенсибилизаторов
A22.01.006.006	Ультрафиолетовое облучение кожи. Общие ПУВА-ванны
A22.01.006.007	Ультрафиолетовое облучение кожи. Селективная фототерапия (широкополосная ультрафиолетовая терапия)
A22.01.006.008	Ультрафиолетовое облучение кожи. Локальная узкополосная средневолновая ультрафиолетовая терапия
A22.01.006.009	Ультрафиолетовое облучение кожи. Локальная ультрафиолетовая терапия дальнего длинноволнового диапазона
A22.01.007	Фотодинамическая терапия при заболеваниях кожи, подкожно-жировой клетчатки, придатков кожи
A22.01.007.001	Фотодинамическая терапия при новообразованиях кожи, подкожной клетчатки, придатков кожи интраоперационная
A22.01.008	Флюоресцентное спектроскопическое исследование при заболеваниях кожи, подкожно-жировой клетчатки, придатков кожи
A22.02.001	Воздействие низкоинтенсивным лазерным излучением при заболеваниях мышц
A22.03.001	Лазерная хирургия при новообразованиях костей
A22.03.002	Абляция при новообразованиях костей
A22.03.002.001	Радиочастотная абляция новообразований костей с ультразвуковой и/или компьютерно-томографической навигацией
A22.04.003	Воздействие низкоинтенсивным лазерным излучением при заболеваниях суставов
A22.04.005	Лазерная вапоризация межпозвонкового диска
A22.05.001	Воздействие низкоинтенсивным лазерным излучением при заболеваниях органов кроветворения и крови
A22.07.003	Лазерная физиотерапия челюстно-лицевой области
A22.07.008	Воздействие лазерным низкоинтенсивным излучением на область десен
A22.07.009	Лазерная хирургия при злокачественных новообразованиях языка
A22.07.010	Фотодинамическая терапия при злокачественных новообразованиях языка
A22.08.003	Воздействие лазерным низкоинтенсивным излучением на область зева
A22.08.004	Воздействие лазерным низкоинтенсивным излучением эндоназально 
A22.08.007	Воздействие низкоинтенсивным лазерным излучением при заболеваниях верхних дыхательных путей
A22.08.008	Эндоскопическая фотодинамическая терапия новообразований верхних дыхательных путей
A22.08.009	Эндоскопическая лазерная хирургия при заболеваниях трахеи
A22.08.009.004	Эндоскопическая лазерная реканализация и устранение дыхательной недостаточности при стенозирующей опухоли трахеи
A22.08.010	Лазерная хирургия при злокачественных новообразованиях верхних дыхательных путей
A22.08.011	Лазерная хирургия при злокачественных новообразованиях полости рта
A22.08.012	Фотодинамическая терапия при злокачественных новообразованиях полости рта
A22.08.013.001	Фотодинамическая терапия при новообразованиях полости носа интраоперационная
A22.08.013.002	Фотодинамическая терапия при новообразованиях придаточных пазух интраоперационная
A22.08.013.003	Фотодинамическая терапия при новообразованиях гортани интраоперационная 
A22.08.013.004	Эндоскопическая фотодинамическая терапия при новообразованиях полости носа
A22.08.013.005	Эндоскопическая фотодинамическая терапия при новообразованиях придаточных пазух
A22.08.013.006	Эндоскопическая фотодинамическая терапия при новообразованиях гортани
A22.08.014	Радиочастотная термоабляция при новообразованиях полости носа
A22.08.015	Радиочастотная термоабляция при новообразованиях придаточных пазух
A22.08.016	Радиочастотная термоабляция при новообразованиях гортани
A22.08.017	Эндоскопическая аргоноплазменная коагуляция при новообразованиях полости носа
A22.08.018	Эндоскопическая аргоноплазменная коагуляция при новообразованиях придаточных пазух
A22.08.019	Эндоскопическая аргоноплазменная коагуляция при новообразованиях гортани
A22.08.020	Эндоскопическая Nd:YAG лазерная коагуляция при новообразованиях полости носа
A22.08.021	Эндоскопическая Nd:YAG лазерная коагуляция при новообразованиях придаточных пазух
A22.08.022	Эндоскопическая Nd:YAG лазерная коагуляция при новообразованиях гортани
A22.08.023	Лазерная конхотомия
A22.08.024	Низкоинтенсивная лазерная терапия интраларингеальная
A22.08.025	Лазерная коагуляция миндалин глотки
A22.09.001	Эндобронхиальное воздействие низкоинтенсивным лазерным излучением при заболеваниях нижних дыхательных путей
A22.09.002	Эндоскопическая фотодинамическая терапия новообразований нижних дыхательных путей и легочной ткани
A22.09.003	Эндоскопическая лазерная хирургия при заболеваниях бронхов
A22.09.003.003	Эндоскопическая лазерная деструкция злокачественных опухолей бронхов
A22.09.003.007	Эндоскопическая лазерная реканализация и устранение дыхательной недостаточности при стенозирующей опухоли бронхов
A22.09.004	Эндоскопическая аргоноплазменная коагуляция новообразований нижних дыхательных путей и легочной ткани
A22.09.005	Эндоскопическое воздействие низкоинтенсивным лазерным излучением при заболеваниях нижних дыхательных путей и легочной ткани
A22.09.006	Радиочастотная абляция новообразований нижних дыхательных путей и легочной ткани
A22.09.010	Воздействие низкоинтенсивным лазерным излучением при заболеваниях нижних дыхательных путей
A22.09.011	Фотодинамическая терапия при новообразованиях трахеи интраоперационная
A22.09.012	Радиочастотная термоабляция при новообразованиях трахеи
A22.09.013	Эндоскопическая аргоноплазменная коагуляция при новообразованиях трахеи
A22.09.014	Эндоскопическая Nd:YAG лазерная коагуляция при новообразованиях трахеи
A22.09.015	Эндоскопическая фотодинамическая терапия при новообразованиях трахеи
A22.10.001	Воздействие низкоинтенсивным лазерным излучением при заболеваниях сердца и перикарда
A22.10.002	Лазерная акупунктура при заболеваниях сердца
A22.11.001	Абляция при новообразованиях вилочковой железы
A22.11.001.001	Абляция при новообразованиях вилочковой железы (тимуса) чрескожная с ультразвуковой и/или компьютерно-томографической навигацией
A22.11.002	Абляция при новообразованиях средостения
A22.11.002.001	Абляция при новообразованиях средостения чрескожная с ультразвуковой и/или компьютерно-томографической навигацией
A22.12.001	Воздействие низкоинтенсивным лазерным излучением при заболеваниях крупных кровеносных сосудов
A22.12.002.001	Ультразвуковая деструкция сосудистого новообразования
A22.12.003	Лазерная коагуляция вен нижних конечностей
A22.12.003.001	Эндовазальная лазерная коагуляция вен нижних конечностей
A22.12.005	Воздействие лазерным излучением при сосудистых новообразованиях
A22.12.006	Эндоскопическая остановка кровотечения с помощью лазерной фотокоагуляции
A22.13.001	Лазерное облучение крови
A22.14.003	Воздействие низкоинтенсивным лазерным излучением при заболеваниях печени и желчевыводящих путей
A22.14.004	Абляция при новообразованиях печени
A22.14.004.001	Абляция радиочастотная при новообразованиях печени
A22.14.004.002	Электроабляция новообразований печени чрескожная
A22.14.004.003	Абляция при новообразованиях печени с использованием видеоэндоскопических технологий
A22.14.005	Лазерная хирургия при новообразованиях печени
A22.14.006	Эндоскопическая электрокоагуляция опухоли общего желчного протока
A22.14.007	Эндоскопическая Nd:YAG лазерная коагуляция опухоли общего желчного протока
A22.14.010	Высокоинтенсивное сфокусированное ультразвуковое воздействие при новообразованиях печени и желчевыводящих путей
A22.14.011	Высокоинтенсивное сфокусированное ультразвуковое воздействие при новообразованиях желчного пузыря
A22.15.001	Лазерная хирургия при новообразованиях поджелудочной железы
A22.15.002	Абляция при новообразованиях поджелудочной железы
A22.15.002.001	Абляция при новообразованиях поджелудочной железы видеоэндоскопическая
A22.15.002.002	Абляция при новообразованиях поджелудочной железы фокусированным ультразвуком
A22.16.003.001	Фотодинамическая терапия при новообразованиях пищевода интраоперационная
A22.16.004	Фотодинамическая терапия при новообразованиях желудка
A22.16.004.001	Фотодинамическая терапия при новообразованиях желудка интраоперационная
A22.16.005	Лазерная хирургия при новообразованиях желудка
A22.16.006	Лазерная хирургия при новообразованиях пищевода
A22.16.007	Эндоскопическая аргоноплазменная коагуляция при новообразованиях пищевода
A22.16.008	Эндоскопическая аргоноплазменная коагуляция при новообразованиях желудка 
A22.16.009	Эндоскопическая Nd:YAG лазерная коагуляция при новообразованиях пищевода
A22.16.010	Эндоскопическая Nd:YAG лазерная коагуляция при новообразованиях желудка
A22.16.011	Эндоскопическая фотодинамическая терапия при новообразованиях пищевода
A22.16.012	Эндоскопическая фотодинамическая терапия при новообразованиях желудка
A22.17.001.001	Фотодинамическая терапия при новообразованиях тонкой кишки интраоперационная
A22.17.002	Эндоскопическая аргоноплазменная коагуляция при новообразованиях тонкой кишки
A22.17.003	Эндоскопическая Nd:YAG лазерная коагуляция при новообразованиях тонкой кишки
A22.17.004	Эндоскопическая фотодинамическая терапия при новообразованиях тонкой кишки
A22.18.001	Флюоресцентное спектроскопическое исследование при новообразованиях толстой кишки
A22.18.002.001	Фотодинамическая терапия при новообразованиях толстой кишки интраоперационная
A22.18.002.002	Эндоскопическая фотодинамическая терапия при новообразованиях толстой кишки
A22.18.003	Эндоскопическая аргоноплазменная коагуляция при новообразованиях толстой кишки
A22.18.004	Эндоскопическая Nd:YAG лазерная коагуляция при новообразованиях толстой кишки
A22.19.001	Ректальное лазерное воздействие при заболеваниях сигмовидной и прямой кишки
A22.19.004	Эндоскопическая хирургия при новообразованиях прямой кишки
A22.19.005.001	Фотодинамическая терапия при новообразованиях ректосигмоидного соединения интраоперационная
A22.19.005.002	Фотодинамическая терапия при новообразованиях прямой кишки интраоперационная
A22.19.005.003	Фотодинамическая терапия при новообразованиях заднего прохода (ануса) и анального канала интраоперационная
A22.19.005.004	Эндоскопическая фотодинамическая терапия при новообразованиях ректосигмоидного соединения
A22.19.005.005	Эндоскопическая фотодинамическая терапия при новообразованиях прямой кишки
A22.19.005.006	Эндоскопическая фотодинамическая терапия при новообразованиях заднего прохода (ануса) и анального канала
A22.19.006	Эндоскопическая аргоноплазменная коагуляция при новообразованиях ректосигмоидного соединения
A22.19.007	Эндоскопическая аргоноплазменная коагуляция при новообразованиях прямой кишки
A22.19.008	Эндоскопическая аргоноплазменная коагуляция при новообразованиях заднего прохода (ануса) и анального канала
A22.19.009	Эндоскопическая Nd:YAG лазерная коагуляция при новообразованиях ректосигмоидного соединения
A22.19.010	Эндоскопическая Nd:YAG лазерная коагуляция при новообразованиях прямой кишки
A22.19.011	Эндоскопическая Nd:YAG лазерная коагуляция при новообразованиях заднего прохода (ануса) и анального канала
A22.20.001.001	Воздействие низкоинтенсивным лазерным излучением вагинально
A22.20.004	Фотодинамическая терапия при новообразованиях женских половых органов
A22.20.004.001	Фотодинамическая терапия при новообразованиях вульвы интраоперационная
A22.20.004.002	Фотодинамическая терапия при новообразованиях влагалища интраоперационная
A22.20.004.003	Фотодинамическая терапия при новообразованиях шейки матки интраоперационная
A22.20.004.004	Фотодинамическая терапия при новообразованиях матки интраоперационная
A22.20.004.005	Фотодинамическая терапия при новообразованиях яичника интраоперационная
A22.20.004.006	Фотодинамическая терапия при новообразованиях женских половых органов интраоперационная
A22.20.004.007	Фотодинамическая терапия при новообразованиях вульвы
A22.20.004.008	Фотодинамическая терапия при новообразованиях влагалища
A22.20.004.009	Фотодинамическая терапия при новообразованиях шейки матки
A22.20.004.010	Фотодинамическая терапия при новообразованиях матки
A22.20.004.011	Фотодинамическая терапия при новообразованиях яичника
A22.20.005	Лазерная хирургия при новообразованиях женских половых органов
A22.20.006	Абляция при новообразованиях женских половых органов
A22.20.006.001	Абляция при новообразованиях матки фокусированным ультразвуком под контролем магнитно-резонансной терапии
A22.20.006.002	Абляция при новообразованиях молочной железы фокусированным ультразвуком
A22.20.007	Высокоинтенсивное сфокусированное ультразвуковое воздействие при новообразованиях молочной железы
A22.21.005	Фотодинамическая терапия при новообразованиях мужских половых органов
A22.21.006	Абляция при новообразованиях мужских половых органов
A22.21.006.001	Абляция при новообразованиях предстательной железы фокусированным ультразвуком
A22.21.007	Ректальное воздействие низкоинтенсивным лазерным излучением при заболеваниях мужских половых органов
A22.22.001	Воздействие низкоинтенсивным лазерным излучением при заболеваниях желез внутренней секреции
A22.23.001	Воздействие низкоинтенсивным лазерным излучением при заболеваниях центральной нервной системы и головного мозга
A22.23.004	Фотодинамическая терапия при новообразованиях головного мозга
A22.24.001	Воздействие низкоинтенсивным лазерным излучением при заболеваниях периферической нервной системы
A22.24.003.001	Фотодинамическая терапия при новообразованиях периферических нервов и вегетативной нервной системы интраоперационная
A22.25.001	Эндоаурикулярное воздействие низкоинтенсивным лазерным излучением при заболеваниях органов слуха
A22.25.004	Фотодинамическая терапия при новообразованиях среднего уха интраоперационная
A22.25.005	Эндоскопическая аргоноплазменная коагуляция при новообразованиях среднего уха
A22.25.006	Эндоскопическая Nd:YAG лазерная коагуляция при новообразованиях среднего уха
A22.25.007	Эндоскопическая фотодинамическая терапия при новообразованиях среднего уха
A22.26.001	Лазерная коагуляция очагов кератита
A22.26.002	Лазерная коагуляция новообразований сосудов роговицы, радужки
A22.26.004	Лазерная корепраксия, дисцизия задней капсулы хрусталика
A22.26.005	Лазерная иридэктомия
A22.26.007	Лазерный трабекулоспазис
A22.26.008	Лазерная акупунктура органа зрения 
A22.26.009	Фокальная лазерная коагуляция глазного дна
A22.26.010	Панретинальная лазерная коагуляция
A22.26.011	Лазерная деструкция новообразований сетчатки, век, конъюнктивы, сосудистой оболочки глаза
A22.26.013	Лазерная деструкция гифемы
A22.26.014	Лазерная рефракционная кератопластика
A22.26.015	Термотерапия новообразований сетчатки, сосудистой оболочки глаза
A22.26.016	Лазерный витреолизис
A22.26.018	Лазерная транссклеральная циклокоагуляция
A22.26.019	Лазерная гониодесцеметопунктура
A22.26.020	Лазерный синехиолизис
A22.26.021	Лазерная стимуляция цилиарной мышцы
A22.26.022	Лазерная коагуляция циклодиализной щели
A22.26.023	Лазерная трабекулопластика
A22.26.027	Лазериспарение при новообразованиях придаточного аппарата глаза
A22.26.028	Лазерэксцизия при новообразованиях придаточного аппарата глаза
A22.26.030	Лазерная дакриоцисториностомия
A22.26.032	Низкоинтенсивная лазерная стимуляция зрительного нерва
A22.28.004	Воздействие низкоинтенсивным лазерным излучением при заболеваниях почек и мочевыделительного тракта
A22.28.005	Абляция при новообразованиях мочевыделительного тракта
A22.28.005.001	Абляция криохирургическая при новообразованиях мочевыделительного тракта с использованием видеоэндоскопических технологий
A22.28.005.002	Абляция радиочастотная новообразования мочевыделительного тракта с использованием видеоэндоскопических технологий
A22.28.005.003	Криоабляция при новообразованиях мочевыделительного тракта чрескожная
A22.28.005.004	Абляция радиочастотная при новообразованиях мочевыделительного тракта чрескожная
A22.28.006	Лазерная хирургия при новообразованиях мочевыделительного тракта
A22.28.006.001	Лазерная хирургия при новообразованиях мочевыделительного тракта с использованием видеоэндоскопических технологий
A22.28.006.002	Лазерная хирургия при новообразованиях мочевыделительного тракта чрескожная
A22.28.007	Фотодинамическая терапия при новообразованиях мочевыделительного тракта
A22.28.007.002	Фотодинамическая терапия при новообразованиях почки интраоперационная
A22.28.007.003	Фотодинамическая терапия при новообразованиях мочеточника интраоперационная
A22.28.007.004	Фотодинамическая терапия при новообразованиях мочевого пузыря интраоперационная
A22.28.007.005	Фотодинамическая терапия при новообразованиях мочевыделительного тракта интраоперационная
A22.28.008	Абляция при новообразованиях почки
A22.28.009	Лазерная хирургия при новообразованиях почки
A22.28.009.001	Лазерная хирургия при новообразованиях почки с применением видеоэндоскопических технологий
A22.28.014	Воздействие низкоинтенсивным лазерным излучением при заболеваниях мочевыделительного тракта
A22.30.011.001	Фотодинамическая терапия при новообразованиях брюшины интраоперационная
A22.30.013	Лазерная хирургия при новообразованиях мягких тканей
A22.30.017	Эндоскопическая Nd:YAG лазерная коагуляция опухоли
A22.30.020	Фотодинамическая терапия злокачественного новообразования
A22.30.024	Абляция при новообразованиях забрюшинного пространства 
A22.30.024.001	Абляция при новообразованиях забрюшинного пространства фокусированным ультразвуком
A22.30.025.001	Фотодинамическая терапия при новообразованиях костей и суставных хрящей интраоперационная
A22.30.026	Фотодинамическая терапия при новообразованиях плаценты
A22.30.026.001	Фотодинамическая терапия при новообразованиях плаценты интраоперационная
A22.30.027	Фотодинамическая терапия при новообразованиях забрюшинного пространства
A22.30.027.001	Фотодинамическая терапия при новообразованиях забрюшинного пространства интраоперационная
A22.30.028	Радиочастотная термоабляция при новообразованиях забрюшинного пространства
A22.30.029	Радиочастотная термоабляция при новообразованиях брюшины
A22.30.030	Высокоинтенсивное сфокусированное ультразвуковое воздействие при новообразованиях костно-мышечной системы и суставов
A22.30.031	Высокоинтенсивное сфокусированное ультразвуковое воздействие при новообразованиях забрюшинного пространства
A22.30.032	Высокоинтенсивное сфокусированное ультразвуковое воздействие при новообразованиях брюшины
A22.30.033.002	Коагуляция кровоточащего сосуда лазерная
A22.30.034	Лазерная коагуляция сосудистых анастомозов плаценты
A22.30.035	Лазерная коагуляция сосудов пуповины
A24.01.004	Криодеструкция кожи
A24.01.005	Криомассаж кожи
A24.03.001	Криодеструкция новообразований костей
A24.08.002.001	Криодеструкция доброкачественных образований полости носа и глотки
A24.12.002	Криодеструкция при сосудистых новообразованиях
A24.12.003	Гипертермия сверхвысокочастотная при сосудистых новообразованиях
A24.14.003	Криодеструкция очаговых образований печени
A24.20.001	Криодеструкция доброкачественных новообразований женских половых органов
A24.20.003	Гипертермия при новообразованиях женских половых органов 
A24.21.003	Криодеструкция новообразования предстательной железы
A24.23.001	Криодеструкция новообразований головного мозга
A24.26.003	Транссклеральная криодеструкция новообразований сетчатки, сосудистой оболочки глаза
A24.26.006	Погружная диатермокоагуляция при новообразованиях придаточного аппарата глаза
A24.28.002	Криодеструкция новообразования почки
A24.30.001	Гипертермия, биоэлектротерапия при новообразованиях
A24.30.004	Криодеструкция новообразований мягких тканей
A25.01.001	Назначение лекарственных препаратов при заболеваниях кожи, подкожно-жировой клетчатки, придатков кожи
A25.01.001.001	Назначение лекарственных препаратов группы ингибиторов фактора некроза опухоли альфа при заболеваниях кожи
A25.01.001.002	Назначение лекарственных препаратов группы ингибиторов интерлейкина при заболеваниях кожи 
A25.01.002	Назначение диетического питания при заболеваниях кожи, подкожно-жировой клетчатки, придатков кожи
A25.01.003	Назначение лечебно-оздоровительного режима при заболеваниях кожи, подкожно-жировой клетчатки, придатков кожи
A25.05.004	Назначение лекарственных препаратов при новообразованиях неопределенного или неизвестного характера лимфоидной, кроветворной и родственных им тканей
A25.24.001.002	Назначение ботулинического токсина при заболеваниях периферической нервной системы
A25.26.001.001	Назначение лекарственных препаратов, препятствующих новообразованию сосудов при заболеваниях органа зрения
A25.30.033.002	Назначение лекарственных препаратов группы ингибиторов протеинкиназы при злокачественном новообразовании у взрослых
A25.30.033.003	Назначение гормонотерапии с применением лекарственных препаратов группы других антагонистов гормонов и их аналогов при злокачественном новообразовании у взрослых
A25.30.033.004	Назначение лекарственных препаратов группы колониестимулирующих факторов при злокачественном новообразовании у взрослых 
A25.30.033.005	Назначение лекарственных препаратов группы влияющих на структуру и минерализацию костей при злокачественном новообразовании у взрослых
A25.30.033.006	Назначение лекарственных препаратов группы других препаратов, влияющих на структуру и минерализацию костей, при злокачественном новообразовании у взрослых
A25.30.033.007	Назначение биотерапии с применением лекарственных препаратов группы других препаратов, влияющих на структуру и минерализацию костей (деносумаб), при злокачественном новообразовании у взрослых
A26.01.010	Микробиологическое (культуральное) исследование соскоба с кожи на грибы (дрожжевые, плесневые, дерматомицеты)
A26.01.011	Микроскопическое исследование волос на дерматомицеты
A26.01.012	Микроскопическое исследование волос на пьедру (белую и черную)
A26.01.013	Микробиологическое (культуральное) исследование биоптата кожи на дрожжевые грибы
A26.01.014	Микробиологическое (культуральное) исследование пунктата пролежня кожи на дрожжевые грибы
A26.01.015	Микроскопическое исследование соскоба с кожи на грибы (дрожжевые, плесневые, дерматомицеты)
A26.01.016	Микроскопическое исследование соскоба с кожи, папул и краев язв на лейшмании (Leishmania)
A26.01.017	Микроскопическое исследование отпечатков с поверхности кожи перианальных складок на яйца остриц (Enterobius vermicularis)
A26.01.018	Микроскопическое исследование соскоба с кожи на клещей
A26.01.020	Микроскопическое исследование среза кожи на микрофилярии онхоцерхов (Onchocerca volvus)
A26.01.022	Микробиологическое (культуральное) исследование волос на грибы дерматофиты (Dermatophytes) 
A26.01.023	Микробиологическое (культуральное) исследование соскобов с кожи и ногтевых пластинок на грибы дерматофиты (Dermatophytes)
A26.01.025	Молекулярно-биологическое исследование отделяемого пораженных участков кожи на Pseudomonas aeruginosa
A26.01.026	Молекулярно-биологическое исследование отделяемого пораженных участков кожи на Streptococcus pyogenes (SGA)
A26.01.029	Молекулярно-биологическое исследование отделяемого пораженных участков кожи на метициллин-чувствительные и метициллин-резистентные Staphilicoccus aureus, метициллин-резистентные Staphilicoccus spp.
A26.01.029.001	Определение ДНК метициллин-чувствительных и метициллин-резистентных Staphylococcus aureus, метициллин-резистентных коагулазонегативных Staphylococcus spp. в отделяемом пораженных участков кожи методом ПЦР, качественное исследование
A26.01.029.002	Определение ДНК метициллин-чувствительных и метициллин-резистентных Staphylococcus aureus, метициллин-резистентных коагулазонегативных Staphylococcus spp. в отделяемом пораженных участков кожи методом ПЦР, количественное исследование
A26.01.030	Молекулярно-биологическое исследование соскобов с кожи и ногтевых пластинок на грибы дерматофиты (Dermatophytes)
A26.01.030.001	Определение ДНК грибов дерматофитов (Dermatophytes) в соскобах с кожи и ногтевых пластинок методом ПЦР
A26.01.031	Молекулярно-биологическое исследование биоптата кожи на возбудителей иксодовых клещевых боррелиозов группы Borrelia burgdorferi sensu lato
A26.01.031.001	Определение ДНК возбудителей иксодовых клещевых боррелиозов группы Borrelia burgdorferi sensu lato в биоптатах кожи методом ПЦР
A26.01.032	Микробиологическое (культуральное) исследование отделяемого высыпных элементов кожи на чувствительность к антибактериальным и противогрибковым препаратам
A26.01.033	Микроскопическое исследование ногтевых пластинок на грибы (дрожжевые, плесневые, дерматомицеты)
A26.01.034	Молекулярно-биологическое исследование препарата нативной ткани кожи или парафинового блока на микобактерии туберкулеза (Mycobacterium tuberculosis complex)
A26.01.034.001	Определение ДНК микобактерий туберкулеза (Mycobacterium tuberculosis complex) в препарате нативной ткани кожи или парафинового блока методом ПЦР
A26.01.035	Молекулярно-биологическое исследование препарата нативной ткани кожи или парафинового блока для дифференцирования видов Mycobacterium tuberculosis complex (M. tuberculosis, M. bovis, M. bovis BCG) 
A26.01.035.001	Определение ДНК Mycobacterium tuberculosis complex (M. tuberculosis, M. bovis, M. bovis BCG) с дифференциацией вида в препарате нативной ткани кожи или парафинового блока методом ПЦР
A26.01.038	Микробиологическое (культуральное) исследование пунктата пролежня кожи на микобактерий туберкулеза (Mycobacterium tuberculosis complex)
A26.01.038.001	Микробиологическое (культуральное) исследование пунктата пролежня кожи на плотных питательных средах на микобактерий туберкулеза (Mycobacterium tuberculosis complex)
A26.01.038.002	Микробиологическое (культуральное) исследование пунктата пролежня кожи на жидких питательных средах на микобактерий туберкулеза (Mycobacterium tuberculosis complex)
A26.01.040	Микроскопическое исследование пунктата пролежня кожи на микобактерий туберкулеза (Mycobacterium tuberculosis) 
A26.20.009	Молекулярно-биологическое исследование отделяемого из цервикального канала на вирус папилломы человека (Papilloma virus)
A26.20.009.001	Определение ДНК вирусов папилломы человека (Papilloma virus) высокого канцерогенного риска в отделяемом (соскобе) из цервикального канала методом захвата гибридов (HC2)
A26.20.009.002	Определение ДНК вирусов папилломы человека (Papilloma virus) высокого канцерогенного риска в отделяемом (соскобе) из цервикального канала методом ПЦР, качественное исследование
A26.20.009.003	Определение ДНК вирусов папилломы человека (Papilloma virus) высокого канцерогенного риска в отделяемом (соскобе) из цервикального канала методом ПЦР, количественное исследование
A26.20.009.004	Определение ДНК и типа вируса папилломы человека (Papilloma virus) высокого канцерогенного риска в отделяемом (соскобе) из цервикального канала методом ПЦР
A26.20.009.005	Определение ДНК вирусов папилломы человека (Papilloma virus) 16 и 18 типов в отделяемом (соскобе) из цервикального канала методом ПЦР, качественное исследование
A26.20.009.006	Определение ДНК вирусов папилломы человека (Papilloma virus) 16 и 18 типов в отделяемом (соскобе) из цервикального канала методом ПЦР, количественное исследование
A26.20.009.007	Определение ДНК вирусов папилломы человека (Papilloma virus) низкого канцерогенного риска в отделяемом (соскобе) из цервикального канала методом захвата гибридов (HC2)
A26.20.009.008	Определение ДНК вирусов папилломы человека (Papilloma virus) 6 и 11 типов в отделяемом (соскобе) из цервикального канала методом ПЦР
A26.20.012	Молекулярно-биологическое исследование влагалищного отделяемого на вирус папилломы человека (Papilloma virus)
A26.20.012.001	Определение ДНК вирусов папилломы человека (Papilloma virus) высокого канцерогенного риска в отделяемом из влагалища методом захвата гибридов (HC2)
A26.20.012.002	Определение ДНК вирусов папилломы человека (Papilloma virus) высокого канцерогенного риска в отделяемом из влагалища методом ПЦР, качественное исследование
A26.20.012.003	Определение ДНК вирусов папилломы человека (Papilloma virus) высокого канцерогенного риска в отделяемом из влагалища методом ПЦР, количественное исследование
A26.20.012.004	Определение ДНК и типа вирусов папилломы человека (Papilloma virus) высокого канцерогенного риска в отделяемом из влагалища методом ПЦР
A26.20.012.005	Определение ДНК 16 и 18 типов вирусов папилломы человека (Papilloma virus) высокого канцерогенного риска в отделяемом из влагалища методом ПЦР, качественное исследование
A26.20.012.006	Определение ДНК 16 и 18 типов вирусов папилломы человека (Papilloma virus) высокого канцерогенного риска в отделяемом из влагалища методом ПЦР, количественное исследование
A26.20.012.007	Определение ДНК вирусов папилломы человека (Papilloma virus) низкого канцерогенного риска в отделяемом из влагалища методом захвата гибридов (HC2)
A26.20.012.008	Определение ДНК вирусов папилломы человека (Papilloma virus) 6 и 11 типов в отделяемом из влагалища методом ПЦР
A26.20.017	Микробиологическое (культуральное) исследование влагалищного отделяемого на трихомонас вагиналис (Trichomonas vaginalis)
A26.20.017.001	Микроскопическое исследование отделяемого женских половых органов на трихомонады (Trichomonas vaginalis)
A26.20.025.001	Определение ДНК бледной трепонемы (Treponema pallidum) в отделяемом эрозивно-язвенных элементов слизистых оболочек половых органов методом ПЦР A.26.20.026 Молекулярно-биологическое исследование отделяемого слизистых оболочек женских половых органов на трихомонас вагиналис (Trichomonas vaginalis) A.26.20.026.001 Определение ДНК трихомонас вагиналис (Trichomonas vaginalis) в отделяемом слизистых оболочек женских половых органов методом ПЦР A.26.20.026.002 Определение РНК трихомонас вагиналис (Trichomonas vaginalis) в отделяемом слизистых оболочек женских половых органов методом NASBA
A26.20.036	Микроскопическое исследование влагалищного отделяемого на трихомонас вагиналис (Trichomonas vaginalis)
